station,AEROPUERTO INTERNACI,ALCANTARILLA,ANDAHUASI,APLAO,AREQUIPA,AYABACA,BUENA VISTA,CAJATAMBO,CALANA,CAMANA,CAMAY,CANDARAVE,CAÑETE,CARAVELI,CAYALTI,CHICLAYO,CHIMBOTE,CHIQUIAN,CHIVAY,CHULUCANAS,CHUQUIBAMBA,CHUSIS,CONTUMAZA,COPARA,CORACORA,COTAHUASI,EL ESPINAL,EL FRAYLE,EL SALTO,FERREÑAFE,HACIENDA BERNALES,HUAMANI,HUANCANO,HUAYAN,IMATA,JAYANCA (LA VIÑA),LA ESPERANZA,LA HACIENDITA,LA JOYA,LA PAMPILLA,LAMBAYEQUE,LAREDO,LLAMA,LOCUMBA,LOMAS DE LACHAY,MALLARES,MATUCANA,MIRAFLORES,MOQUEGUA,MORROPON,MOTUPE,ÑAÑA,OCUCAJE,OLMOS,OMATE,PACARAN,PAMPA BLANCA,PAMPA DE MAJES,PAMPA DE VILLACURI
Sep-2016,#N/A,#N/A,#N/A,19.0416666665,#N/A,15.37,20.928333335,12.468333335,16.2433333315,#N/A,#N/A,9.9749999985,#N/A,19.98,21.768333335,#N/A,#N/A,14.203333335,11.883333335,26.351666665,12.146666665,22.928333335,15.3916666685,20.78,12.6666666685,17.4483333315,#N/A,5.1783333315,#N/A,#N/A,18.310689655,19.02,#N/A,19.44666667,2.7966666665,22.89,22.68,#N/A,18.6566666685,16.39,19.53666667,#N/A,17.266666665,#N/A,15.465,25.27333333,16.326666665,24.5,19.06333333,25.35666667,#N/A,18.04,20.553333335,#N/A,17.2283333315,20.618333335,#N/A,18.125,#N/A
Oct-2016,#N/A,#N/A,#N/A,20.69032258,#N/A,15.337096775,21.73064516,12.180645162,17.40645161,#N/A,#N/A,10.4241935485,#N/A,20.338709675,#N/A,#N/A,#N/A,13.9903225815,12.091935482,26.52096774,11.819354837,22.167741935,15.0516129045,21.162903225,13.156451614,17.641935486,#N/A,5.8854838685,#N/A,#N/A,18.99354839,18.967741935,#N/A,19.88064516,3.858064518,23.341935485,22.187096775,#N/A,18.861290324,17.3032258065,20.47419355,#N/A,16.133870965,#N/A,17.167741935,25.053225805,16.73548387,24.616129035,19.175806455,25.54516129,#N/A,19.251612905,20.94193548,#N/A,17.9419354825,20.474193545,#N/A,18.50967742,#N/A
Nov-2016,#N/A,#N/A,#N/A,21.905,#N/A,15.225,22.14,12.1866666685,18.59,#N/A,#N/A,10.1833333335,#N/A,19.8766666665,#N/A,#N/A,#N/A,14.2683333335,11.84,#N/A,11.5899999985,22.676666665,14.401666665,22.091666665,12.7100000015,17.386666665,#N/A,5.2583333335,#N/A,#N/A,20.39,20.78,#N/A,21.11,3.81,23.53666667,22.19333333,#N/A,19.1233333315,17.2066666665,20.796666665,#N/A,14.0866666665,#N/A,19.095,25.34,16.7399999985,24.906666665,19.32333333,26.106666665,#N/A,19.84666667,21.78,#N/A,18.1166666685,21.795,#N/A,18.72166667,#N/A
Dec-2016,#N/A,#N/A,#N/A,23.327419355,#N/A,14.632258065,24.41451613,11.574193551,19.67096774,#N/A,#N/A,10.785483869,#N/A,20.17419355,24.7983871,#N/A,#N/A,13.451612905,13.1451612925,#N/A,11.3290322595,25.177419355,14.893548385,23.877419355,12.8693548375,17.069354841,#N/A,7.8016129045,#N/A,#N/A,22.603225805,21.72903226,#N/A,23.10967742,6.0532258045,25.677419355,24.63870968,#N/A,20.283870965,17.693548385,22.937096775,#N/A,15.36935484,#N/A,21.001612905,27.232258065,15.93064516,26.82580645,19.912903225,27.31935484,#N/A,21.1483871,23.982258065,#N/A,18.1338709695,23.72419355,#N/A,19.362903225,#N/A
Jan-2017,#N/A,25.33870968,#N/A,25.21451613,#N/A,13.71129032,27.11935484,10.48548387,22.6,24.222580645,19.59354839,10.425806449,#N/A,20.603225805,27.06913237,#N/A,#N/A,12.8919354855,12.4516129035,#N/A,10.606451611,28.032258065,14.37419355,26.27419355,12.1290322575,16.382903225,#N/A,8.4354838695,#N/A,#N/A,25.812903225,23.00645161,23.396025345,26.00967742,6.2580645145,27.532258065,26.841935485,25.448817205,21.996774195,17.51612903,25.76129032,#N/A,15.546774195,#N/A,24.2516129,29.01935484,14.95322581,29.012903225,21.153225805,28.26935484,#N/A,22.28709677,27.025806455,#N/A,18.558064515,24.691935485,#N/A,20.243548385,#N/A
Feb-2017,#N/A,25.939285715,#N/A,25.901785715,#N/A,13.601785715,27.932142855,10.1071428595,22.90714286,23.885714285,20.289285715,10.1500000005,#N/A,20.42857143,28.05535714,#N/A,#N/A,13.301785712,12.110714285,#N/A,9.6535714265,28.99285714,14.471428575,27.01607143,11.685714287,16.25,#N/A,8.4124999995,#N/A,#N/A,26.01607143,24.089285715,24.725,26.63571429,6.367857142,28.017857145,27.85892857,25.59457672,21.532142855,16.61785714,27.214285715,#N/A,15.228571425,#N/A,25.6,29.333928575,14.951785715,28.975,21.110714285,27.77857143,#N/A,24.464285715,27.689285715,#N/A,17.85,25.667857145,#N/A,20.351785715,#N/A
Mar-2017,#N/A,25.91,#N/A,25.1983871,#N/A,13.78064516,27.79032258,10.7774193525,21.58064516,23.62903226,21.14354839,9.6241935475,#N/A,20.377419355,27.94354839,#N/A,#N/A,12.612903224,12.187096773,27.81935484,9.8645161315,28.238709675,14.85,26.79032258,11.8064516145,16.203225805,#N/A,8.261290324,#N/A,#N/A,25.906451615,24.21935484,24.58965517,26.106451615,6.0935483865,27.216129035,27.837096775,24.52096774,21.60967742,16.96612903,27.556451615,#N/A,15.74193548,#N/A,25.52580645,29.02096774,15.5,28.72612903,20.998387095,27.525806455,#N/A,23.403225805,27.58548387,#N/A,17.538709675,25.722580645,#N/A,20.44516129,#N/A
Apr-2017,#N/A,23.131666665,#N/A,23.086666665,#N/A,14.711666665,25.89333333,11.4883333335,19.053333335,21.646666665,21.46333333,10.1933333335,#N/A,19.76,26.276666665,#N/A,#N/A,13.263333335,11.536666665,26.683333335,11.21,26.961666665,15.188333335,24.155,12.1333333315,16.2616666685,#N/A,7.4633333315,#N/A,#N/A,23.05666667,23.02,23.1545977,23.63,5.4166666685,25.726666665,27.366666665,21.724137935,19.933333335,17.096666665,24.478333335,#N/A,16.74666667,#N/A,22.391666665,28.81666667,16.08,27.623333335,19.578333335,26.48666667,#N/A,22.21333333,24.555,#N/A,17.5433333335,24.38833333,#N/A,18.831034485,#N/A
May-2017,#N/A,21.32419355,#N/A,19.727419355,#N/A,14.55483871,23.766129035,11.064516131,17.29354839,20.55806452,20.64677419,9.4870967735,#N/A,10.58064516,24.46451613,#N/A,#N/A,13.0129032265,10.177419355,24.79032258,11.5064516115,25.16451613,15.1483870965,21.48387097,12.0435483895,16.191935483,#N/A,5.477419356,#N/A,#N/A,20.92096774,20.19641577,20.671333335,20.73870968,3.632258062,24.172580645,25.967741935,20.718837805,18.280645165,16.470967744,22.896774195,#N/A,16.311290325,#N/A,19.18064516,27.098387095,15.932258065,26.04516129,18.12483871,24.65769231,#N/A,20.51935484,21.67903226,#N/A,16.8467741925,21.87096774,#N/A,17.337096775,#N/A
Jun-2017,#N/A,19.266666665,#N/A,17.5466666665,#N/A,14.705,21.1,10.895,15.6866666665,18.633908045,20.486666665,#N/A,#N/A,18.9400000015,21.691666665,#N/A,#N/A,14.703333335,9.351666665,23.116666665,10.7300000015,22.916666665,14.641666665,18.97666667,11.1133333335,15.703333335,#N/A,3.8783333315,#N/A,#N/A,18.29,17.346666665,18.54365079,18.06333333,1.8566666685,21.885,23.72,18.155555555,17.506666665,15.196666665,21.193333335,#N/A,16.581666665,#N/A,16.971666665,24.975,15.5700000015,#N/A,18.1366666665,23.14333333,#N/A,18.87666667,18.505,#N/A,15.8683333335,19.285,19.13666667,17.381666665,#N/A
Jul-2017,#N/A,18.098387095,#N/A,16.391935483,#N/A,14.5838709655,19.953225805,11.35483871,14.32580645,17.216129035,20.29516129,8.467741937,#N/A,20.183870965,19.75,#N/A,#N/A,14.2774193555,9.877419357,22.587096775,11.341935485,21.10967742,14.316129032,17.693548389,11.922580644,16.3806451625,#N/A,3.817741934,#N/A,#N/A,16.948387095,16.18064516,17.703064515,17.716129035,1.27096774,20.3,21.906451615,17.562903225,17.609677421,15.7064516135,19.75639785,#N/A,17.983870965,#N/A,15.891935485,23.732258065,15.5145161295,22.61612903,19.043548385,22.722580645,#N/A,17.512903225,17.6967741945,#N/A,16.377419357,18.57096774,18.948387095,18.16129032,#N/A
Aug-2017,#N/A,17.241935485,#N/A,16.149999999,#N/A,15.03225806,19.38387097,11.4790322595,14.4258064525,16.777419355,19.28387097,8.8290322595,#N/A,19.3516129055,19.864516125,#N/A,#N/A,13.814516128,10.338709676,22.81612903,10.9129032255,21.3,14.6290322595,17.7435483885,11.541935484,16.159677418,#N/A,3.2064516115,#N/A,#N/A,16.64516129,16.332258067,18.34067321,16.43225806,1.209677415,20.388709675,21.79032258,17.393490785,16.7225806455,15.293548386,19.47419355,#N/A,17.243548385,#N/A,14.208064515,23.864516125,15.4370967755,22.319354835,17.8935483885,22.879032255,#N/A,15.741935485,17.3193548405,#N/A,16.1838709655,18.424193545,18.296774195,17.1016129025,#N/A
Sep-2017,#N/A,17.389074075,#N/A,18.208333335,#N/A,15.43666667,19.741666665,12.1666666665,15.223333335,16.95666667,19.09,9.5733333315,#N/A,20.04,26.47333333,#N/A,#N/A,13.5266666685,11.9466666665,23.84666667,12.0400000015,21.98666667,15.49,20.006666665,13.3566666665,17.3216666665,#N/A,5.8566666685,#N/A,#N/A,17.67666667,18.136666665,19.33666667,16.983333335,3.793333335,21.248333335,21.796666665,17.14880952,18.2366666685,17.06,19.51,#N/A,17.403333335,#N/A,14.37666667,24.615,16.55166667,22.93,18.868333335,24.151666665,#N/A,15.89,18.97666667,#N/A,17.4649999985,19.706666665,19.62666667,17.905,#N/A
Oct-2017,#N/A,18.222580645,#N/A,19.97903226,#N/A,15.35483871,20.74516129,11.985483873,17.02903226,17.922580645,19.306451615,10.2935483875,#N/A,20.24032258,20.582869855,#N/A,#N/A,13.701612901,12.4129032265,24.4516129,11.7870967765,22.293548385,15.3274193535,22.30645161,13.1252688185,17.4510080645,#N/A,5.6887096755,#N/A,#N/A,18.93548387,20.951612905,21.267686315,19.17096774,3.8774193535,21.703225805,21.76451613,18.29478495,19.1741935485,17.080645162,19.3,#N/A,16.227419355,#N/A,16.58064516,24.879032255,16.2741935505,23.270967745,19.4,24.390322585,#N/A,18.593548385,21.182258065,#N/A,17.9693548385,21.874193545,21.493548385,18.488709675,#N/A
Nov-2017,#N/A,18.831666665,#N/A,20.945,#N/A,15.03333333,21.095,11.576666665,17.66,19.83333333,19.433333335,10.6583333315,#N/A,19.6633333315,20.623333335,#N/A,#N/A,14.4450000015,12.433333335,24.59,11.1966666665,21.793333335,14.8016666665,21.903333335,12.7666666665,17.3657246385,#N/A,7.066666665,#N/A,#N/A,18.995,20.243333335,20.30119048,19.196666665,5.64,22.00166667,21.156666665,20.808448275,19.3466666685,17.13333333,19.225,#N/A,15.331666665,#N/A,17.61833333,24.17666667,15.713333335,23.365,19.405,24.471666665,#N/A,18.823333335,21.696666665,#N/A,17.8200000015,20.87,20.563333335,18.268333335,#N/A
Dec-2017,#N/A,21.253225805,#N/A,22.31935484,#N/A,14.6,23.75,11.282258064,19.34516129,21.341935485,19.462903225,10.8467741925,#N/A,20.174193545,23.940322585,#N/A,#N/A,12.338709678,12.2161290305,26.287096775,11.2870967735,24.787096775,15.356451615,23.83064516,12.761935484,17.141935484,#N/A,7.4580645175,#N/A,#N/A,21.54032258,21.958064515,21.61451613,21.116129035,5.8967741925,24.58064516,24.29354839,23.654449385,20.27419355,17.287096775,21.48548387,#N/A,15.846774195,#N/A,19.25806452,26.82903226,15.922580645,26.00967742,19.762903225,26.28387097,#N/A,20.154838705,23.246774195,#N/A,17.380645162,22.796774195,21.867741935,19.17903226,#N/A
Jan-2018,#N/A,22.977419355,#N/A,23.267741935,#N/A,13.8516129045,25.33870968,10.693548387,20.596774195,22.610023045,19.58225806,10.8741935465,#N/A,20.16129032,25.52112903,#N/A,#N/A,12.8790322565,11.9096774185,27.551612905,10.964516129,26.241935485,14.65967742,24.867741935,11.990322581,16.9387096755,#N/A,7.648387097,#N/A,#N/A,23.61935484,22.79032258,23.007063405,23.51935484,5.709677419,25.917741935,25.44516129,24.516021505,20.53870968,17.222580645,23.22903226,#N/A,15.426666665,#N/A,21.97096774,28.177419355,15.003225808,28.016129035,20.161290325,27.643548385,#N/A,21.196774195,25.10967742,#N/A,17.598387095,24.45967742,22.84193548,19.5983871,#N/A
Feb-2018,#N/A,24.671428575,#N/A,24.14107143,#N/A,13.655357145,26.1875,10.8696428595,21.814285715,23.235714285,19.951785715,11.299999998,#N/A,19.778571425,26.451785715,#N/A,#N/A,13.2767857135,12.1535714305,28.275,10.5339285735,27.65,14.3124999995,25.385714285,12.0321428565,17.25,#N/A,8.760714288,#N/A,#N/A,24.65,22.671428575,23.72691799,24.625,6.328571427,27.2,26.867857145,25.203703705,20.39285714,17.071428575,24.38267196,#N/A,14.59285714,#N/A,24.344642855,29.160714285,14.8999999995,29.38214286,20.276785715,28.10714286,#N/A,22.635714285,25.6875,#N/A,17.51607143,24.917857145,22.93571429,19.28928571,#N/A
Mar-2018,#N/A,23.48548387,#N/A,23.46129032,#N/A,14.53225806,25.777419355,11.4500000025,20.722580645,22.14516129,19.99193548,#N/A,#N/A,20.583870965,26.037096775,#N/A,#N/A,12.99032258,12.2709677435,28.612903225,11.4516129025,27.04516129,15.046774195,25.441935485,11.9951612885,17.19354839,#N/A,8.193548388,#N/A,#N/A,24.072580645,23.69677419,24.39295699,24.58064516,5.8548387095,26.55,26.1483871,24.45875576,20.622580645,17.935483875,23.16935484,#N/A,16.191935485,#N/A,23.17903226,28.743548385,15.272580645,28.867741935,20.267741935,28.18064516,#N/A,23.316129035,25.891935485,#N/A,17.730645162,25.458064515,23.57419355,20.10645161,#N/A
Apr-2018,#N/A,22.205,#N/A,22.043333335,#N/A,14.06166667,24.861666665,10.9383333315,19.04,21.01111111,20.015,#N/A,#N/A,19.520574715,25.286666665,#N/A,#N/A,13.7533333315,11.4433333335,27.206666665,10.9633333315,26.406666665,14.55,24.57,11.9,16.3649999985,#N/A,7.4883333335,#N/A,#N/A,23.03,23.04,23.25344828,23.566666665,4.9833333335,25.825,25.748333335,22.996551725,19.786666665,16.56333333,22.98166667,#N/A,15.745,#N/A,22.86,27.96666667,14.301666665,27.94,19.285,27.171666665,#N/A,22.75666667,23.993333335,#N/A,16.8750000015,24.18,22.29333333,19.175,#N/A
May-2018,#N/A,19.622580645,#N/A,19.266129035,#N/A,14.616129035,21.94516129,11.061290321,17.193548385,19.592059555,19.39516129,#N/A,#N/A,19.567741935,22.777419355,#N/A,#N/A,14.3370967765,10.0419354825,25.53387097,11.5677419345,23.98064516,14.7467741925,21.73709677,11.6193548375,16.53387097,#N/A,4.5548387105,#N/A,#N/A,20.31827957,20.917849465,21.56929922,20.64516129,2.180645161,23.24032258,24.243548385,20.96970046,18.1516129055,15.8258064515,20.90483871,#N/A,16.36451613,#N/A,19.83387097,25.8983871,14.7838709695,25.13870968,18.401612905,25.40525687,#N/A,21.406451615,21.446198155,#N/A,16.4612903235,22.030645165,20.73130227,17.95483871,#N/A
Jun-2018,#N/A,17.66833333,#N/A,17.4483333315,#N/A,14.3666666685,19.905,10.67,15.363333335,17.803333335,18.856666665,#N/A,#N/A,19.77,20.095,#N/A,#N/A,13.7850000015,8.6933333335,23.986666665,10.9799999985,21.64666667,14.3783333335,18.70091954,11.2199999985,15.4533333315,#N/A,3.668333335,#N/A,#N/A,16.806666665,16.963333335,18.99115942,15.943333335,1.673333335,20.638333335,21.983333335,19.1637931,18.206666665,16.0800000015,19.53333333,#N/A,17.65666667,#N/A,15.163333335,23.99833333,14.8216666685,22.88,18.685,23.765,#N/A,16.04666667,18.27452381,#N/A,16.1949999985,18.575,18.71183908,18.685,#N/A
Jul-2018,#N/A,17.24447005,#N/A,16.7180107535,#N/A,14.6999999975,19.62903226,10.7370967725,14.9548387105,16.6,18.637096775,#N/A,#N/A,19.77419355,20.24516129,#N/A,#N/A,13.7112903225,8.972580643,23.522580645,10.8935483885,21.58709677,14.761290321,18.769489245,11.3419354835,15.791935484,#N/A,4.088709679,#N/A,#N/A,17.103225805,16.822580645,19.302224695,16.14193548,1.458064515,20.65,21.37419355,18.143548385,18.4870967725,15.5725806465,19.5294086,#N/A,17.877419355,#N/A,14.532258065,23.616129035,14.8758064535,22.60645161,18.74516129,23.41935484,#N/A,14.8483870975,17.430422695,#N/A,15.6903225795,18.846774195,19.05578818,18.62580645,#N/A
Aug-2018,#N/A,17.237269585,#N/A,16.7942972335,#N/A,15.201612905,19.498387095,11.6306451625,14.8193548395,16.24956989,18.732258065,#N/A,#N/A,19.727419355,20.16935484,#N/A,#N/A,#N/A,10.027419354,24.8516129,11.396774196,21.967741935,15.0629032245,18.711067854,12.299999998,17.1516129055,#N/A,3.422580645,#N/A,#N/A,#N/A,16.73548387,19.54887097,16.158064515,1.451612903,21.29677419,21.269354835,18.38392857,18.264516131,16.0532258085,19.28387097,#N/A,18.76774194,#N/A,14.132258065,24.662903225,15.962903225,23.412903225,19,24.31451613,#N/A,16.422580645,17.95451613,#N/A,16.5822580625,18.79677419,19.13666667,18.21451613,#N/A
Sep-2018,#N/A,17.971666665,#N/A,19,#N/A,15.545,20.276666665,12.075,16.05,17.263333335,18.85,10.3512643695,#N/A,19.506666665,20.421666665,#N/A,#N/A,#N/A,11.6916666685,25.006666665,11.63,22.05666667,15.3668965515,20.37833333,12.7833333335,17.7866666685,#N/A,4.323333335,#N/A,#N/A,#N/A,18.05,20.918448275,17.58333333,1.9,#N/A,21.566666665,18.89392857,18.4933333335,15.9183333335,19.411666665,#N/A,17.48833333,#N/A,14.75,25.015,16.366666665,23.69,19.0050000015,24.895,#N/A,18.63,19.99369048,#N/A,17.0366666665,20.083333335,20.31,18.236666665,#N/A
Oct-2018,#N/A,18.767150535,#N/A,20.348387095,#N/A,15.2,21.145161295,11.4758064525,17.822580645,19.038095235,19.022580645,10.2709677425,#N/A,20.483870965,21.601612905,#N/A,#N/A,13.2548387075,12.4790322555,25.058064515,11.554838708,22.03548387,15.0483870985,21.734163475,12.7056152935,17.219354837,#N/A,6.8064516105,#N/A,#N/A,#N/A,19.861290325,21.206451615,18.71935484,4.56,22.561290325,21.36774194,20.022142855,18.929032257,17.087096775,20.337096775,#N/A,16.09032258,#N/A,16.87903226,24.80322581,16.05,24.141935485,19.37580645,24.827419355,#N/A,19.50322581,21.410235735,#N/A,17.7064516135,20.580645165,20.46451613,18.62419355,#N/A
Nov-2018,#N/A,20.206481485,#N/A,21.608333335,#N/A,14.786666665,22.563333335,11.8266666685,19.376666665,21.18,19.386666665,10.6366666665,#N/A,19.96333333,23.27,#N/A,#N/A,13.4166666665,12.9400000015,25.95833333,11.6133333335,23.76,15.376666665,22.665,13.2266666685,17.5200000015,#N/A,6.908333335,#N/A,#N/A,25.77333333,21.186666665,22.098333335,20.043333335,5.253333335,23.69333333,23.49666667,22.33965517,19.1799999985,17.07,21.97,#N/A,15.915,#N/A,18.73166667,26.47,16.4233333315,25.42,19.23666667,25.956666665,#N/A,20.173333335,22.37357143,#N/A,17.746666665,21.833333335,21.256666665,18.48,#N/A
Dec-2018,#N/A,21.994048945,#N/A,22.37580645,#N/A,14.987096775,23.8983871,11.7903225805,19.99032258,21.966666665,19.767741935,11.1870967735,#N/A,20.46612903,24.3983871,#N/A,#N/A,13.9225806465,13.5580645155,26.70967742,11.8161290345,25.396774195,14.714516128,24.07265077,13.6950537615,18.351612905,#N/A,7.538709677,#N/A,#N/A,27.38709677,23.025,22.6516129,21.612903225,5.4258064535,25.112903225,24.78064516,24.22419355,19.680645165,17.701612905,23.632258065,#N/A,16.520967745,#N/A,20.99032258,27.708064515,16.30967742,27.093548385,19.90967742,26.95967742,#N/A,21.303225805,24.47247765,#N/A,18.0193548385,23.291935485,21.80011521,19.03548387,#N/A
Jan-2019,#N/A,24.633870965,#N/A,24.017741935,#N/A,15,26.067741935,11.7048387075,21.2,23.28064516,19.798387095,11.351612903,#N/A,21,26.964516125,#N/A,#N/A,13.8354838705,13.5645161295,28.348387095,11.7677419345,28.067741935,15.42580645,25.28709677,13.98387097,18.32580645,#N/A,8.714516127,#N/A,#N/A,28.94193548,23.32258065,23.30483871,23.45483871,6.622580644,27.25,27.24032258,25.48403226,20.880645165,17.929032255,25.867741935,#N/A,16.88387097,#N/A,23.64516129,29.73064516,16.15483871,29.403225805,20.508064515,28.227586205,#N/A,22.70967742,25.77599715,#N/A,18.23387097,24.488709675,22.435483875,19.84516129,#N/A
Feb-2019,#N/A,26.076785715,#N/A,25.45,#N/A,14.932142855,27.77142857,11.87142857,22.467857145,23.84814815,20.42142857,10.5285714265,#N/A,21.214285715,28.051785715,#N/A,#N/A,13.2500000015,12.6142857135,27.864285715,11.1464285705,29.075,15.680357145,26.49821429,12.9928571415,17.30357143,#N/A,8.494642858,#N/A,#N/A,30.74285714,24.275,24.675462965,25.482142855,6.4357142845,27.573214285,27.683928575,26.59861111,22.32857143,17.92857143,26.75357143,#N/A,16.792857145,#N/A,25.567857145,29.807142855,16.205357145,29.63928571,21.5625,27.68888889,#N/A,23.41785714,26.89107143,#N/A,18.6375,25.96785714,23.307142855,20.96428571,#N/A
Mar-2019,#N/A,24.31935484,#N/A,23.912903225,#N/A,15.3516129,26.982258065,12.0258064515,20.767741935,22.543333335,21.938709675,10.674193549,#N/A,21.203225805,27.372580645,#N/A,#N/A,12.9580645185,12.777419356,27.322580645,11.512903225,28.445161295,15.82903226,25.777419355,12.71612903,17.46129032,#N/A,9.040322583,#N/A,#N/A,30.30322581,24.38387097,24.72811828,25.350615765,6.570967743,27.232258065,28.03548387,24.701609195,21.158064515,18.382258065,25.12419355,#N/A,17.327419355,#N/A,24.08548387,30.09677419,16.58064516,29.74193548,20.927419355,27.485483875,#N/A,23.561290325,26.39703226,#N/A,18.63548387,25.841935485,23.596774195,20.38387097,#N/A
Apr-2019,#N/A,22.24833333,#N/A,22.185,#N/A,15.10666667,25.00666667,11.775,19.066666665,21.2,22.131666665,10.2550000015,#N/A,19.956666665,25.63,#N/A,#N/A,13.3583333335,12.1916666665,27.00333333,11.7866666665,26.966666665,15.33,23.988333335,12.8716666685,17.4466666665,#N/A,7.6533333315,#N/A,#N/A,28.71578947,22.833333335,22.907586205,23.28,5.476666665,26.081666665,26.9,22.627841635,19.503333335,17.456666665,23.48666667,#N/A,16.865,#N/A,21.84666667,29.223333335,15.9733333335,28.233333335,19.365,26.825,#N/A,22.16,23.36,#N/A,17.1999999985,24.12,21.946666665,18.933333335,#N/A
May-2019,#N/A,19.94354839,#N/A,19.78387097,#N/A,15.225806455,22.717741935,11.7516129015,16.741935485,19.125806455,19.914516125,9.835483869,#N/A,19.76129032,23.948387095,#N/A,#N/A,14.027419355,10.709677421,26.10967742,11.8290322565,25.58548387,14.96935484,21.556451615,12.4612903215,17.2967741925,#N/A,4.9499999995,#N/A,#N/A,#N/A,20.292258065,20.993787335,19.896774195,3.109677418,24.406451615,25.75483871,20.38034483,18.2032258065,16.9629032275,23.01935484,#N/A,16.57580645,#N/A,18.3,27.6983871,16.091935482,26.661290325,18.597903225,25.77419355,#N/A,20.66129032,20.808687,#N/A,16.81451613,21.64032258,20.116129035,17.99354839,#N/A
Jun-2019,#N/A,17.941666665,#N/A,17.3716666665,#N/A,15.323333335,20.321666665,11.733333335,15.1333333315,16.93666667,18.66,9.78,#N/A,19.5366666685,21.09,#N/A,#N/A,14.143333335,10.3883333315,24.703333335,12.0233333315,23.655,15.3716666685,18.923333335,12.8299999985,17.75333333,#N/A,4.401666665,#N/A,#N/A,#N/A,17.846666665,20.02782051,17.31666667,1.8066666685,21.93,23.74,18.813793105,17.3600000015,16.6033333315,20.80166667,#N/A,17.878333335,#N/A,15.12,26.00833333,15.275,24.523333335,18.605,24.715,#N/A,17.823333335,17.977984086,#N/A,16.25,19.551666665,19.053333335,17.966666665,#N/A
Jul-2019,#N/A,17.02096774,#N/A,16.3967741925,#N/A,15.02580645,19.293548385,11.314516131,14.0387096755,16.435,17.891935485,9.13870968,#N/A,19.422580645,20.124193545,#N/A,#N/A,13.3258064495,9.48387097,23.67419355,10.851612902,21.97419355,14.7806451605,18.020967741,11.903225808,16.683870969,#N/A,3.6725806435,#N/A,#N/A,#N/A,16.50645161,18.7730812,16.27419355,1.261290325,20.57903226,21.8016129,17.818399045,17.5548387085,15.8548387105,19.11290323,#N/A,18.00645161,#N/A,13.803225805,24.43709677,15.372580645,22.767741935,18.6064516135,23.958064515,#N/A,15.9483871,17.22903226,#N/A,15.767741933,18.561290325,17.703225805,17.553225805,#N/A
Aug-2019,#N/A,16.67096774,#N/A,16.725806451,#N/A,15.20645161,19.027419355,12.2306451625,14.699999998,15.867741935,17.68387097,9.7645161305,#N/A,19.8451612905,19.367741935,#N/A,#N/A,13.141935486,10.8951612905,23.587096775,12.948387095,21.42258065,15.022580647,18.8354838685,12.922580645,17.967741935,#N/A,4.756451613,#N/A,#N/A,#N/A,16.845161288,19.517741935,16.53870968,1.96129032,20.051612905,20.60967742,17.63264368,18.2290322605,16.2854838715,18.35483871,#N/A,18.693548385,#N/A,13.461290325,24.10967742,15.6370967755,22.40322581,19.364516125,23.37741935,#N/A,16.48387097,18.2387096775,#N/A,15.9967741955,18.62096774,18.820967745,18.632258065,#N/A
Sep-2019,#N/A,17.75,#N/A,18.935,#N/A,15.90962963,19.814814815,12.1803703685,15.4899999985,16.982758625,17.845574715,10.496305421,#N/A,20.376666665,20.353333335,#N/A,#N/A,13.9299999985,12.5009770115,24.64289855,13.997471266,21.93,15.19,20.546785715,12.8166666685,17.5516666685,#N/A,6.4116666665,#N/A,#N/A,#N/A,18.31,20.12672414,18.313846155,4.5666666685,21.283333335,21.17,18.568448275,18.268505749,16.963333335,18.97333333,#N/A,18.038333335,#N/A,14.63166667,24.951392575,16.2466666685,23.116666665,19.365804595,24.10333333,#N/A,18.833333335,20.87166667,#N/A,16.7922988485,19.941666665,19.587142855,18.475,#N/A
Oct-2019,#N/A,17.806513645,#N/A,19.711290325,#N/A,15.065698925,20.58387097,11.603225804,16.6709677435,17.887096775,17.998387095,10.404783091,#N/A,19.8129032265,21.45967742,#N/A,#N/A,13.141935484,12.250000002,24.87890819,13.1043778785,22.677419355,14.7410752685,21.128190745,12.674308758,17.3387096755,#N/A,6.2532258065,#N/A,#N/A,#N/A,27.2516129,20.846451615,18.69011494,4.4387096795,22.81451613,21.651958525,19.873470525,18.1264855675,16.6903225825,19.62419355,#N/A,16.548387095,#N/A,16.20967742,25.39032258,16.2758064515,23.783870965,19.00080645,24.673963135,#N/A,19.929032255,20.6516129,#N/A,17.051612902,20.472580645,28.60666667,18.01,#N/A
Nov-2019,#N/A,20.356666665,#N/A,21.961666665,#N/A,15.079310345,22.725641025,11.9949999985,18.91641026,20.3,18.916666665,10.8849999985,#N/A,20.508148145,22.518333335,#N/A,#N/A,13.173333335,13.5350000015,25.937857145,13.9106060625,23.67,15.154827585,23.25913793,13.543333335,10.28666667,#N/A,8.3166666685,#N/A,#N/A,#N/A,28.70666667,22.008333335,21.252183905,6.1333333335,23.911884055,22.873214285,22.56034483,19.56321839,17.83,21.085,#N/A,16.846666665,#N/A,18.38,26.46948718,16.845,25.110714285,20.201666665,25.75025641,#N/A,21.236666665,23.072252745,#N/A,18.2133333335,22.551666665,29.36,19.11333333,#N/A
